"","business_id","sug1","sug2","sug3","sug4_byattribute"
"4113","ORloM7z9R9eh-G-an5DQLA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Train your waiters to be more warm to customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4114","oRRU93M-gYqcnes16GuZTw","Parking lots create convinience for your customers. More parking places can increase your rating!","Sports games make customers excited. It would be great if you can play the sport games on your TV!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4115","orUzeF4t5XD4xqlUsb1p4g","Sports games make customers excited. It would be great if you can play the sport games on your TV!","The waiting time for customers may be too long. Shorten that time benefits your business! ","More TVs can make your place attractive.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4116","oRwrwDVRn1QqE2-03DGwAQ","Parking lots create convinience for your customers. More parking places can increase your rating!","Make your table more clean.","Train your waiters to be more friendly."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4117","ORyR5StmKX5HjvFEV1oBXQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4118","oS3A5ZWTZ6XxjmlRnjtyJA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Since your location may be difficult to find, a marked sign can help a lot.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4119","Os3a60TJwtSruMLz-qpZ1g","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4120","oS5_dqKpe97KCGDmet2FJg","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!","Make your table more clean.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4121","oSBehYlARytl0M1s3_mcLA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Sports games make customers excited. It would be great if you can play the sport games on your TV!"," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4122","OsGqPM3vMryBxZqnhoSr9Q","Train your waiters to be more courteous.","Train your waiters to be more warm to customers.","Parking lots create convinience for your customers. More parking places can increase your rating!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4123","ot_dtez-8ngRgH0h2G24Gg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4124","ot5yZI1n1TRASH2ylY-yBg","Since your location may be difficult to find, a marked sign can help a lot.","More TVs can make your place attractive.","Make your customers feel welcomed."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4125","OtBGU6KOiTB07vzFdOBuZg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Make your customers feel welcomed.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4126","oTHp2ujlKr_urPRBj3Rn8A","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4127","OtrFPRoyvGLdn_HS_tukfQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4128","Otu3vddHz3Lzw8dpwZ_p8g","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4129","oTUpxF_E9D1n_LhN5N0NXg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Train your waiters to be more warm to customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4130","otYQC14mx2XGcPKyVuvyMA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4131","oU3OKOm71uMfyvtwCd3Rkg","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4132","Ou86-U4_LyA7Hni0yJQfzA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Make your customers feel welcomed.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4133","OUABEOagYB5-iF4ncCklow","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Loud enviroment can drive people crazy. Try to control the noise in your restaurant."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4134","ouF4SvK75Mc6f7CDxPsmEg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Parking lots create convinience for your customers. More parking places can increase your rating!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4135","OukqmOtG9VQicLi_1dtqNQ","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Having table for large group can attract more customers.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4136","oUS-cKFK8ffdzyf4HplXpQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Make your customers feel welcomed.","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4137","OUSHMxGGyGXpah3qVPyBdw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Make your customers feel welcomed.","Train your waiters to be more courteous.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4138","OUUVI57dNL-1UJEgbTM2rQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4139","ouXG1yYRxEsZ_4gfhUob9g","Sports games make customers excited. It would be great if you can play the sport games on your TV!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Delicious waffle attracts customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4140","ovEkkMjdJJSq0zckbFTIQQ","Parking lots create convinience for your customers. More parking places can increase your rating!","Clear and extensive menu suits customers well.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4141","OVTZNSkSfbl3gVB9XQIJfw","Train your waiters to be more friendly.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4142","Ow49N8V5pLnKx2g1X7pf0Q","The waiting time for customers may be too long. Shorten that time benefits your business! ","Since your location may be difficult to find, a marked sign can help a lot.","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4143","oWD385Ues-RWJmhP_Riz1g","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Keep your kitchen clean.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4144","OwG2nkJrDoP-WGcU9tvkUA","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","Having happy hour in your restaurant can make your restaurant more popular."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4145","owizJxXCdMYNHdYPOBKaUQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4146","owjS04hpDA-XExecvsU0OQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Fresh food is essential for your business. Keep the materials fresh!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4147","OX0T9dWI8b7meu-ljTo22A","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4148","oxb73l504iA68bWdHqymHQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Train your waiters to be more friendly.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4149","oxig-TT9V2QttAvRqa5WNA","Train your waiters to be more friendly.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Train your waiters to be more warm to customers."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4150","oXJstptbVkL5dZ5p4YYYaQ","Train your waiters to be more friendly.","Train your waiters to be more courteous.","Keep your kitchen clean.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4151","oXMvjbVKKr629a2FTxXtJA","Train your waiters to be more courteous.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Make your customers feel welcomed."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4152","OXoHU8Bd-CW3b_ZwvEx9DQ","Making better coffee is a good way to increase rating.","Parking lots create convinience for your customers. More parking places can increase your rating!","More TVs can make your place attractive."," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4153","OY0-hYJ2q6WiAqhYnCZZ0w","Parking lots create convinience for your customers. More parking places can increase your rating!","Being a nice place for family benefits your business.","Train your waiters to be more warm to customers.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4154","oyChBi-c_z_fYeP6aBXgVg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4155","OYHpqY6-3C-wXR-uPbHhwA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more warm to customers.","Having happy hour in your restaurant can make your restaurant more popular."," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4156","oyjibcwohyExYYp8lMJ7eA","Train your waiters to be more friendly.","Train your waiters to be more courteous.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4157","oyjkEn5fAqcGNsBbqc8LTw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Train your waiters to be more courteous."," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4158","oylLHsAVQgHjVPsyt1SJew","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Having happy hour in your restaurant can make your restaurant more popular.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4159","OYlMAz-kJpNXLtS5oaYUNA","Train your waiters to be more friendly.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4160","OyPWyqSC_dtLQsRJJhvlSQ","Parking lots create convinience for your customers. More parking places can increase your rating!","Train your waiters to be more friendly.","Train your waiters to be more courteous.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4161","OYSUIysIehpViTOMz-e38Q","Train your waiters to be more courteous.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4162","oyvgnAu7mSR5HCr433lTKw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4163","ozAb1TjLJqRH_3pb8TaPTw","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!","Having happy hour in your restaurant can make your restaurant more popular."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4164","ozEDKl0tZw5ob1evx41gcQ","Train your waiters to be more courteous.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4165","oZH3Ee7Yjk7u8B4Ed0oVOg","Parking lots create convinience for your customers. More parking places can increase your rating!","Having table for large group can attract more customers.","More TVs can make your place attractive."," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4166","OzlqZV3-Pywyml2TC52WDw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Fresh food is essential for your business. Keep the materials fresh!","Parking lots create convinience for your customers. More parking places can increase your rating!"," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4167","p-7tiC02sUp1JtQNtPL31g","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4168","p_744B_b1O9V2UO1RZmygw","Sports games make customers excited. It would be great if you can play the sport games on your TV!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Fresh food is essential for your business. Keep the materials fresh!"," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4169","p_wgylnWMXSLlPGCRYSarQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more warm to customers.","Keep your kitchen clean."," Provide BusinessParking will increase 0.25 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4170","P0uVXhWUYqEn99rY1WJe4g","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4171","p18kOrlow-_hY_QZMQU8BA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4172","P1a2WApEoMb65s14RmqV2g","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
