,stars_business,Alcohol,Ambience_casual,Ambience_classy,Ambience_divey,Ambience_hipster,Ambience_intimate,Ambience_romantic,Ambience_touristy,Ambience_trendy,Ambience_upscale,BikeParking,BusinessAcceptsCreditCards,BusinessParking_garage,BusinessParking_lot,BusinessParking_street,BusinessParking_valet,BusinessParking_validated,Caters,GoodForKids,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_dessert,GoodForMeal_dinner,GoodForMeal_latenight,GoodForMeal_lunch,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTakeOut,WiFi
4169,4.5,full_bar,False,False,False,False,False,False,False,True,False,None,None,False,True,False,False,False,None,False,None,None,None,None,None,None,average,True,casual,False,True,2,True,True,free
4170,4.5,None,False,False,False,False,False,False,False,False,False,None,True,True,False,True,False,False,True,True,False,False,False,False,False,False,quiet,True,formal,True,False,2,False,True,free
4171,3.0,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,None,False,False,False,False,False,False,None,None,casual,False,True,2,None,True,None
4172,2.5,full_bar,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,None,None,None,None,None,None,average,False,casual,False,False,1,False,True,free
4173,2.5,None,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,None,True,True,False,False,False,False,False,loud,False,casual,False,True,1,False,True,free
4174,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,True,casual,True,True,2,True,True,no
4175,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,average,True,casual,False,True,1,False,True,free
4176,3.0,beer_and_wine,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,2,False,False,no
4177,3.0,None,False,False,False,False,False,False,False,False,False,None,True,False,False,False,False,False,True,True,None,None,None,None,None,None,average,False,casual,False,True,1,True,True,free
4178,3.0,full_bar,None,None,None,None,None,None,None,None,None,None,True,False,True,False,False,False,None,True,None,None,None,None,None,None,None,None,casual,True,True,2,None,None,None
4179,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,average,False,casual,False,True,2,False,True,None
4180,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,None,None,None,None,None,None,average,True,casual,False,True,2,False,True,free
4181,4.0,full_bar,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,average,False,casual,False,True,2,True,True,no
4182,3.0,None,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,False,True,None,None,None,None,None,None,loud,False,casual,False,True,1,False,True,no
4183,3.5,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,None,None,None,None,None,None,None,None,None,True,casual,None,True,2,True,True,None
4184,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,True,False,False,False,False,True,False,False,True,False,False,True,average,True,casual,True,True,2,False,True,free
4185,2.5,full_bar,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,None,False,None,None,None,None,None,None,None,True,casual,True,True,2,True,True,None
4186,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,average,True,casual,False,True,1,False,True,no
4187,3.0,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,None,True,None,None,None,None,None,None,very_loud,True,casual,None,False,1,True,None,no
4188,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,False,True,False,False,True,True,False,False,False,True,False,True,average,False,casual,False,True,2,True,True,no
4189,2.5,None,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,None,True,False,False,False,False,False,False,None,False,casual,False,True,1,False,True,no
4190,3.0,None,False,False,False,False,False,False,False,False,False,None,False,False,False,True,False,False,None,None,None,None,None,None,None,None,quiet,False,casual,False,True,1,False,False,None
4191,4.5,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,1,False,True,free
4192,3.0,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,None,None,None,True,None,False,None,None
4193,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,average,True,casual,False,True,2,False,True,free
4194,3.5,full_bar,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,None,None,None,None,None,None,quiet,False,casual,False,True,2,True,True,free
4195,3.0,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,False,True,False,False,False,False,None,None,None,None,None,None,loud,True,casual,False,True,2,True,False,None
4196,4.5,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,None,None,True,True,2,True,True,free
4197,3.0,full_bar,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,None,True,None,False,None,None,True,True,free
4198,4.5,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,True,True,False,False,False,True,quiet,True,casual,True,True,1,True,True,free
4199,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,quiet,False,casual,False,True,2,False,True,no
4200,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,free
4201,3.5,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,None,None,None,None,None,None,average,True,casual,True,True,1,True,True,free
4202,3.0,full_bar,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,average,True,casual,False,True,2,True,True,free
4203,3.5,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,False,False,False,False,False,True,None,None,None,None,None,None,loud,False,casual,False,True,2,None,True,free
4204,5.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4205,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,False,True,free
4206,4.0,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,None,True,None,None,None,None,None,None,quiet,False,casual,False,True,1,True,True,free
4207,2.5,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,very_loud,True,casual,False,True,2,False,True,free
4208,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,average,True,casual,False,True,2,False,True,free
4209,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,True,average,True,casual,False,True,2,False,True,free
4210,4.5,full_bar,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,average,False,casual,False,True,2,False,True,free
4211,3.5,beer_and_wine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,quiet,True,casual,None,True,2,True,True,None
4212,4.0,full_bar,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,False,True,free
4213,4.0,None,False,False,False,False,False,False,False,False,False,None,True,False,False,False,False,False,False,True,False,False,False,False,False,False,None,True,casual,False,True,1,False,True,None
4214,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,free
4215,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,average,False,casual,False,True,1,False,True,no
4216,3.0,None,False,False,False,False,False,False,False,False,False,True,None,None,None,None,None,None,None,True,False,False,False,False,False,False,None,False,casual,True,True,2,False,True,free
4217,3.0,full_bar,True,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,False,False,None,None,None,None,None,None,average,True,casual,False,True,2,False,True,free
4218,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,free
4219,2.0,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,None,None,None,None,None,None,average,True,casual,False,True,1,False,True,no
4220,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,average,True,casual,False,True,1,False,True,no
4221,3.0,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,average,False,casual,False,True,1,False,True,no
4222,2.5,beer_and_wine,False,False,None,False,False,False,False,False,False,True,None,False,False,False,False,False,None,True,False,False,False,False,False,False,quiet,True,casual,True,True,2,True,True,None
4223,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,False,True,False,False,False,False,False,False,False,True,True,False,loud,True,casual,False,True,2,True,True,no
4224,3.5,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,average,False,casual,False,True,1,False,True,free
4225,3.5,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,no
4226,3.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,quiet,True,casual,False,True,1,True,True,free
4227,3.0,None,False,False,False,False,False,False,False,False,False,None,True,None,None,None,None,None,None,False,None,None,None,None,None,None,None,True,None,None,True,2,False,False,None
4228,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,average,True,casual,False,False,2,False,True,free
4229,2.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,average,False,casual,False,True,1,False,True,free
4230,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,average,False,casual,False,True,2,True,True,free
4231,3.0,beer_and_wine,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,2,False,True,no
4232,4.0,beer_and_wine,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,None,True,casual,False,True,1,False,True,no
4233,3.5,None,None,None,None,None,None,None,None,None,None,False,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,True,casual,True,True,1,False,True,free
4234,4.0,full_bar,None,None,None,None,None,None,None,None,None,None,True,False,True,False,False,False,None,True,None,None,None,None,None,None,None,False,casual,False,True,2,False,True,None
4235,3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4236,3.0,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,True,average,False,casual,False,True,1,False,True,free
4237,2.5,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,average,True,casual,True,True,2,False,True,free
4238,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,average,True,casual,False,True,2,True,True,free
4239,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,False,casual,False,True,2,False,True,free
4240,3.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,loud,True,casual,False,True,2,True,True,free
4241,4.0,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,average,True,casual,False,True,2,False,True,no
4242,3.0,full_bar,True,False,False,False,False,False,False,False,False,None,True,True,True,False,True,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,no
4243,2.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,average,True,casual,False,True,1,False,True,no
4244,3.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,average,True,casual,True,True,1,False,True,free
4245,2.5,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,None,True,False,True,False,True,False,True,None,True,casual,False,True,2,False,True,free
4246,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,free
4247,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,None,False,True,False,False,False,True,True,False,False,False,False,False,False,average,True,casual,False,True,2,True,True,free
4248,2.5,None,None,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,None,None,None,None,None,None,None,None,average,None,casual,None,None,None,None,None,None
4249,3.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,average,True,casual,True,True,1,False,True,free
4250,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
4251,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,average,False,casual,False,True,2,False,True,no
4252,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
4253,3.0,beer_and_wine,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,True,None,None,None,None,None,None,None,True,casual,None,True,1,None,True,None
4254,4.0,full_bar,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,free
4255,4.0,full_bar,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,average,True,casual,False,True,2,False,True,None
4256,2.5,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,average,False,casual,False,True,2,False,True,no
4257,3.0,full_bar,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,True,casual,False,True,2,False,True,no
4258,3.5,None,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,no
4259,4.5,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,True,average,False,casual,True,True,1,False,True,no
4260,5.0,None,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,None,None,None,None,None,None,average,True,casual,False,True,1,False,True,no
4261,4.0,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,True,None,None,None,None,None,None,None,None,casual,False,True,1,None,True,None
4262,4.0,beer_and_wine,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,average,False,casual,False,True,1,False,True,no
4263,2.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,average,False,casual,False,True,2,False,True,no
4264,3.5,beer_and_wine,True,False,False,False,False,False,False,False,False,True,None,False,False,True,False,False,False,True,False,False,False,True,True,True,very_loud,False,casual,False,True,2,False,True,free
4265,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,False,False,False,False,False,False,very_loud,True,casual,True,True,2,False,True,no
4266,4.0,full_bar,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,average,False,dressy,False,True,4,True,False,no
4267,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,average,True,casual,False,True,2,True,True,no
4268,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,quiet,False,casual,False,True,2,True,True,free
4269,3.5,None,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,None,None,None,None,None,None,loud,False,casual,False,True,1,False,True,None
4270,2.5,None,False,False,None,False,False,False,False,False,False,False,None,None,None,None,None,None,None,True,None,None,None,None,None,None,None,False,casual,False,True,2,False,True,free
4271,3.0,full_bar,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,None,True,False,False,False,False,False,False,average,False,casual,False,True,2,False,True,no
4272,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,average,False,casual,False,True,2,False,True,no
4273,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,False,casual,False,True,2,True,True,free
4274,3.5,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,1,False,True,free
4275,4.0,None,None,None,None,None,None,None,None,None,None,True,True,False,True,True,False,False,True,None,None,None,None,None,None,None,None,True,None,None,None,1,None,True,no
4276,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,average,False,casual,False,False,1,False,True,no
4277,3.5,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,None,None,None,None,None,None,None,very_loud,True,casual,None,True,3,False,True,None
4278,2.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,False,True,average,False,casual,False,True,2,False,True,free
4279,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,average,True,casual,False,True,1,False,True,free
4280,2.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,True,True,average,False,casual,False,True,2,False,True,free
4281,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,False,casual,True,True,2,True,True,free
4282,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,2,True,True,no
4283,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,average,True,casual,True,True,2,False,True,no
4284,2.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,loud,False,casual,False,True,2,True,True,free
4285,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
4286,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,free
4287,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,None,None,None,None,None,None,average,True,casual,False,True,2,False,True,free
4288,3.0,None,False,False,False,False,False,False,False,False,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4289,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,True,True,2,True,True,no
4290,3.0,full_bar,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,True,None,None,None,None,None,None,None,True,casual,None,True,1,True,True,None
4291,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,average,False,casual,False,True,2,False,True,free
4292,4.0,None,None,None,None,None,None,None,None,None,None,True,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,True,casual,False,True,1,False,True,None
4293,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,False,casual,False,True,1,False,True,free
4294,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,average,True,casual,False,True,2,False,False,no
4295,4.5,full_bar,False,False,None,False,False,False,False,False,False,None,None,None,None,None,None,None,False,None,False,False,False,False,False,False,None,False,None,False,None,None,False,None,None
4296,3.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,None,None,None,None,None,None,loud,False,casual,False,True,1,False,True,free
4297,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,average,False,casual,False,True,2,True,True,no
4298,3.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,False,casual,False,True,2,True,True,free
4299,3.0,None,False,False,None,False,False,False,False,False,False,True,None,False,False,False,False,False,False,True,False,False,False,False,False,True,average,False,casual,False,True,1,False,True,no
4300,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,loud,False,casual,False,True,2,False,True,no
4301,3.5,None,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,quiet,False,casual,False,True,1,False,True,no
4302,3.0,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,False,True,False,False,None,True,False,False,False,False,False,True,None,True,None,False,True,2,False,True,None
4303,4.5,beer_and_wine,True,False,False,False,False,False,False,False,False,True,None,False,True,False,False,False,True,True,None,None,None,None,None,None,average,True,casual,False,True,2,True,True,no
4304,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,average,True,casual,False,True,2,False,True,free
4305,4.5,full_bar,None,None,None,None,None,None,None,None,None,False,None,False,True,False,False,False,False,True,True,True,False,True,False,True,average,False,casual,False,True,2,True,True,free
4306,3.5,full_bar,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
4307,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,False,casual,False,True,1,False,True,no
4308,4.0,beer_and_wine,True,False,None,False,False,False,False,True,False,True,None,False,True,False,False,False,False,True,True,True,False,False,False,True,average,False,casual,False,False,2,True,True,free
4309,4.0,None,None,None,None,None,None,None,None,None,None,None,True,False,True,False,False,False,None,True,None,None,None,None,None,None,None,True,casual,False,True,1,False,True,None
4310,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,average,True,casual,False,True,2,False,True,no
4311,3.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,2,True,True,free
4312,3.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,False,None,None,casual,False,True,2,True,True,free
4313,3.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4314,4.0,None,False,False,False,False,False,False,False,False,False,None,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,False,casual,True,False,2,False,True,None
4315,3.5,beer_and_wine,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,False,False,False,False,False,True,None,True,casual,True,True,1,False,True,free
4316,4.0,None,None,None,None,None,None,None,None,None,None,False,True,False,False,False,False,False,None,True,False,False,False,False,False,False,quiet,False,casual,False,True,1,False,True,no
4317,3.0,None,False,False,False,False,False,False,False,False,False,None,None,False,False,False,False,False,False,None,None,None,None,None,None,None,None,None,casual,False,None,None,None,None,None
4318,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,None,True,None,None,None,None,None,None,average,False,casual,False,True,2,True,True,no
4319,3.5,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,False,None,False,False,False,False,False,False,None,None,None,False,None,1,False,True,free
4320,3.0,full_bar,False,False,None,False,False,False,False,False,False,True,None,False,False,True,False,False,True,True,False,False,False,True,False,False,average,True,casual,True,True,2,True,True,free
4321,2.0,None,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,None,True,None,None,None,None,None,None,None,False,casual,False,True,1,False,True,no
4322,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,None,True,False,False,False,False,False,True,average,True,casual,False,True,2,True,True,free
4323,3.5,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,average,True,casual,False,True,2,False,True,free
4324,3.5,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,average,True,casual,False,True,2,False,True,free
4325,1.5,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,True,False,False,False,False,False,False,None,None,casual,False,False,1,False,True,None
4326,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,True,True,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,free
4327,1.0,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,True,None,None,None,None,None,None,None,False,casual,False,True,1,False,False,None
4328,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,None,False,False,False,False,False,False,True,None,None,None,None,None,None,loud,False,casual,True,True,2,True,True,free
4329,4.5,None,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,average,True,casual,False,False,1,False,True,free
4330,1.5,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,False,None,None,None,None,None,None,loud,None,None,False,False,1,False,True,None
4331,2.0,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,free
4332,2.0,None,None,None,None,None,None,None,None,None,None,True,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,False,casual,True,True,1,None,True,None
4333,4.5,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,None,False,False,False,False,True,True,True,loud,False,casual,False,True,1,False,True,free
4334,2.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,very_loud,False,casual,False,True,2,False,True,free
4335,2.5,full_bar,False,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,no
4336,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,False,False,False,False,False,True,None,None,None,None,None,None,average,True,casual,False,True,2,True,True,free
4337,3.0,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,average,False,casual,False,True,1,False,True,free
4338,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,loud,True,casual,False,True,1,False,True,free
4339,3.0,full_bar,False,False,None,None,False,False,False,False,False,None,None,False,True,False,False,False,None,True,None,None,None,None,None,None,average,True,casual,None,True,2,True,True,no
4340,2.0,beer_and_wine,False,False,None,False,False,False,False,False,False,False,None,False,False,False,False,False,False,True,False,False,False,False,False,False,average,False,casual,True,False,2,False,True,None
4341,3.0,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,None,None,None,None,None,None,loud,False,casual,False,True,2,False,True,free
4342,4.5,full_bar,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,None,None,None,None,None,None,quiet,True,casual,False,True,2,True,True,no
